Alloys,Phase,Tg,Tx,Tl,Rc_mm/s,Dmax_mm,Predicted_Tg,Predicted_Tx,Predicted_Tl,delta_Tx,Trg,gamma,Predicted_Phase,Phase_Confidence,Predicted_Dmax_mm,Predicted_Rc_Ks
Fe25Co25Cr25Al25,CMA,871,805,NAN,NAN,4.5,807.1358,832.4425,1414.4031,25.30670166015625,0.5706547283587603,0.3747143534619076,CMA,0.9480924220257878,1.444813,391.4918019227954
Fe54Co5Cr15Mo6Si2B4P10C4,MMG,765,800,NAN,NAN,4,750.4174,798.8885,1394.3993,48.4710693359375,0.5381653761179608,0.3724740135200013,Metalic_Glass,0.9881714620442955,4.316353,17301.363213161545
Fe54Ni5Cr15Mo6Si2B4P10C4,MMG,762,918,1412,NAN,NAN,725.50946,901.4925,1397.4292,175.9830322265625,0.5191743959943186,0.4246436836836238,Metalic_Glass,0.9882074106834945,3.795389,13339.77778554063
Fe20Co20Ni20Cu20Mo20,CMA,800,1080,1258,NAN,NAN,791.54675,1081.6014,1228.9332,290.0546875,0.6440925635274416,0.5353190582857231,CMA,0.9973535867332753,3.9938755,5003.789401987984
Fe26.7Co26.7Cr26.7Al20,CMA,837,838,1370,NAN,NAN,824.93866,851.5474,1382.1594,26.6087646484375,0.5968476902491908,0.3858221937139901,CMA,0.9974705890900104,1.1369623,9926.230715474678
Fe20Ni20Cr20Cu20Zr20,CMA,892,955,1434,NAN,NAN,825.6673,902.5671,1332.8254,76.8997802734375,0.61948644805434,0.4181469143917198,CMA,0.997523923223712,3.117081,75.0606012340333
Fe20.8Co20.8Ni20.8Cu20.8Mo16.7,CMA,801,1066,1263,NAN,NAN,800.908,1074.7163,1246.5636,273.80828857421875,0.6424927062670042,0.5248992458811877,CMA,0.9973734238804717,3.828581,5888.000517698147
Fe16.67Co16.67Ni16.67Cr16.67Cu16.67Al16.67,CMA,773,843,1266,NAN,NAN,790.76416,861.80365,1292.881,71.03948974609375,0.6116295092161185,0.4136038487052221,CMA,0.9974986532538108,0.3255654,43.855854623839676
Fe15.38Co15.38Ni15.38Cr15.38Cu15.38Al23.08,CMA,802,815,1288,NAN,NAN,770.91125,801.3602,1244.4132,30.448974609375,0.61949780822157,0.3976333559424861,CMA,0.99741078060047,1.1770439,49.61581712977747
Fe16.13Ni32.26Ni16.13Cu16.13Al19.35,CMA,861,916,1446,NAN,NAN,783.8067,837.3919,1313.9998,53.585205078125,0.5965044499932461,0.3991750067012485,CMA,0.997490839291342,1.159396,40.60278490198127
Fe17.86Ni35.71Fe17.86Mo17.86Al10.71,CMA,776,1104,1286,NAN,NAN,786.4992,1122.2623,1288.6086,335.76312255859375,0.6103476110244118,0.5408212057878793,CMA,0.9976266481728625,2.316035,89741.000027802
Fe14.29Co14.29Ni14.29Cr14.29Cu14.29Al28.57,CMA,783,832,1310,NAN,NAN,768.0124,815.97906,1277.247,47.9666748046875,0.6013029752732599,0.39896117310392515,CMA,0.9974863122492282,0.94488704,45.63538271569601
Fe13.70Co13.70Ni13.70Cr13.70Cu13.70Al31.51,CMA,783,855,1302,NAN,NAN,779.92706,851.9652,1297.6233,72.03814697265625,0.6010427435976794,0.41008161767006474,CMA,0.9975435954916385,1.0372093,16.014201688485652
Fe12.82Co12.82Ni12.82Cr12.82Cu12.82Al35.90,CMA,466,762,849,NAN,NAN,482.32043,779.9858,875.02594,297.66534423828125,0.5512070129059371,0.5746401901940319,CMA,0.9959888355764437,1.6788981,10.82472838972749
Fe12.50Co12.50Ni12.50Cr12.50Al12.50Al37.50,CMA,296,875,1396,NAN,NAN,230.0464,884.5522,1417.8936,654.5057830810547,0.1622451849202747,0.5367623871737872,CMA,0.997440684064994,4.164751,188.21243077132823
Fe16.67Mo16.67Nb16.67Ti16.67Nb16.67Zr16.67,CMA,1018,NAN,NAN,NAN,NAN,931.9222,965.27496,1509.6882,33.352783203125,0.6172944586583756,0.3953435643944275,CMA,0.9972860440307456,5.4199514,6573.44393884053
Fe65 Mo14C15B6,MMG,NAN,NAN,NAN,NAN,NAN,794.74335,832.8394,1443.4111,38.0960693359375,0.5506008157352951,0.3721098896226207,Metalic_Glass,0.987822908578932,2.0591404,8001.578060804442
Fe41.5Ni41.5B17,MG,NAN,NAN,NAN,350000,NAN,718.04266,753.59296,1328.4124,35.55029296875,0.5405269393000816,0.3682431083262283,Metalic_Glass,0.9833704876716031,1.4362249,35554.09759880465
Fe79Si10B11,MG,NAN,NAN,NAN,180000,NAN,775.74506,806.50116,1435.5664,30.756103515625,0.5403755986313111,0.3647162208401864,Metalic_Glass,0.9868895005922009,0.39416215,19513.010496831354
Fe80P13B7,MG,NAN,NAN,NAN,28000,NAN,729.5499,760.1562,1382.3389,30.60626220703125,0.5277648947556189,0.3599413904482927,Metalic_Glass,0.9863175323475043,0.6216707,30777.186584452564
Fe20Si20B20Al20Ni20,MMG,NAN,NAN,NAN,NAN,NAN,754.6423,791.17706,1360.003,36.5347900390625,0.5548827791039431,0.37414173135530093,CMA,0.8886558377147167,2.5152488,72.78548635306525
Fe20Si20B20Al20Nb20,MMG,NAN,831,1340,NAN,2.5,788.6834,825.3559,1317.0094,36.6724853515625,0.5988441775703472,0.3919640567007146,Metalic_Glass,0.9835111065063681,2.5170016,92.26658292237836
Fe76Si9.6B8.4P6,MMG,657,783,971,NAN,2,641.32086,795.43225,952.4897,154.11138916015625,0.6733100335642527,0.49907578572382666,Metalic_Glass,0.9876516817678246,2.292471,726.4967464978922
Gd55Al25Co20,MMG,585,658,NAN,NAN,NAN,587.7144,657.00116,1169.1213,69.2867431640625,0.5026975365656091,0.3739684589322324,Metalic_Glass,0.9881934406402646,4.685841,3413.608527562551
Gd36Y20Al24Co20,MMG,603,669,1005,NAN,1,594.1485,667.5706,1004.81104,73.422119140625,0.5913037155715204,0.4175031347632717,Metalic_Glass,0.9870398711795814,0.83068997,808.7357671010716
Gd60Co10Al30,MG,629,641,1004,1000000000,NAN,602.0151,634.1301,976.064,32.11505126953125,0.6167782642552608,0.40183671802335835,Metalic_Glass,0.9883378892144127,3.779624,88999.80883922176
Gd65Co10Al25,MG,602,620,984,NAN,NAN,589.05524,623.4107,979.5797,34.35546875,0.6013346638890817,0.3974224251926469,Metalic_Glass,0.9885714695919304,4.0111103,102015.01668295308
Gd70Co5Al25,MG,602,650,1042,NAN,2.5,582.6297,638.0976,1031.8346,55.4678955078125,0.5646541632590143,0.39523797300126046,Metalic_Glass,0.9886733966853237,2.6773562,117133.8788769446
Gd56Co19Al25,MMG,605,668,1057,NAN,5.5,587.51056,657.21893,1039.2198,69.7083740234375,0.5653380849634025,0.4040122014001692,Metalic_Glass,0.9887169086724086,5.4910045,35960.34759394366
Gd55Co18Al27,MMG,602,679,1126,NAN,8,591.08777,670.83026,1120.9275,79.74249267578125,0.5273202537222964,0.39183661348027843,Metalic_Glass,0.9884029522961618,4.4161835,35139.051546496434
Gd54Co17.5Al28.5,MMG,606,679,1152,NAN,3.5,596.00275,671.6254,1147.0894,75.6226806640625,0.5195783081244607,0.38530690745251706,Metalic_Glass,0.9884865899165767,3.8323436,34327.05161653514
Gd53Co17Al30,MMG,615,675,1242,NAN,1.5,598.4787,662.93427,1211.9136,64.45556640625,0.49382952007635783,0.3661826638581295,Metalic_Glass,0.9868958266329241,3.1511972,33575.99027128442
Gd51Co16Al33,CMG,629,590,NAN,NAN,10,596.7016,622.3472,1167.4319,25.6456298828125,0.5111232671539447,0.352777856487797,Metalic_Glass,0.9883014350089947,2.4165835,35027.85788306124
Gd19Tb19Er18Fe19Al25,MMG,NAN,658,NAN,NAN,NAN,604.8092,632.26996,1135.9968,27.46075439453125,0.5324039558628623,0.3632052896765183,Metalic_Glass,0.9883878114132061,9.626369,13848.735095401888
Gd55Ni15Al30,MMG,602,648,1006,NAN,4,601.3583,657.74493,1015.67816,56.38665771484375,0.5920756191187349,0.40675950067044686,Metalic_Glass,0.9887305090410575,3.9998147,31191.325577171003
Gd60Ni15Al25,MMG,603,617,952,NAN,5,584.7424,617.6111,937.101,32.86871337890625,0.6239907570038108,0.40583090912197306,Metalic_Glass,0.9883122206886482,5.5097795,35843.17581662728
Gd60Co25Al15,MMG,572,629,NAN,NAN,NAN,564.2497,622.2335,1131.0934,57.98382568359375,0.49885332450096415,0.3670251339432566,Metalic_Glass,0.9882366899683125,3.5759535,3901.3378760168334
Gd55Co20Al25,MMG,562.5,654,NAN,NAN,NAN,583.32074,671.6082,1169.0975,88.2874755859375,0.4989495937611299,0.38324652585794444,Metalic_Glass,0.9887793260699994,4.6467857,3413.608527562551
Gd55Al27.5Co17.5,MMG,604,672,NAN,NAN,NAN,592.4438,658.26044,1178.0127,65.816650390625,0.5029179982342481,0.37180266430090586,Metalic_Glass,0.9885648833769182,4.0124245,35199.106229390905
Gd53Al24Co20Zr3,MMG,606,678,NAN,NAN,NAN,591.06165,659.30743,1182.7772,68.24578857421875,0.49972356135539464,0.3716839484565993,Metalic_Glass,0.9878467810440545,0.014431391,3487.7697137802843
Gd55Co20Al24Si1,MMG,599,680,NAN,NAN,NAN,589.1988,663.811,1163.8995,74.6121826171875,0.506228220918092,0.37865016676842683,Metalic_Glass,0.9881689080552162,0.1083787,3418.2376314963158
Gd55Co20Al23Si2,MMG,602,667,NAN,NAN,NAN,591.4119,654.0516,1166.2975,62.6396484375,0.50708497077078,0.3721044959893655,Metalic_Glass,0.9885731590854534,0.11416141,3422.866436041691
Gd55Co20Al22Si3,MMG,604,662,NAN,NAN,1,592.3742,650.64874,1168.4429,58.2745361328125,0.5069774665050266,0.3695152386578677,Metalic_Glass,0.9887549402348542,0.15709732,3427.4996270540487
Gd25Co25Al25Y25,MMG,626,679,NAN,NAN,NAN,627.70197,675.736,1174.8833,48.0340576171875,0.5342675012187463,0.37487049054064164,Metalic_Glass,0.9876979775520655,0.09690336,175.45348516314488
Gd52.5Co18.5Al29,MMG,604,653,995,NAN,NAN,601.21674,660.4334,998.48883,59.2166748046875,0.6021266512303352,0.41284685414216543,Metalic_Glass,0.9884068511070012,4.4166474,32971.58295659059
Gd40Y16Al24Co20,MMG,598,603,955,NAN,2,587.0938,616.59546,954.7675,29.50164794921875,0.6149076089482322,0.3999033166842531,Metalic_Glass,0.9882227972309492,1.2116585,1167.9922307972383
Gd55Ni22Mn3Al20,MMG,553,659,NAN,NAN,NAN,556.29224,667.16144,1183.0647,110.86920166015625,0.47021286123562245,0.38356787218471267,Metalic_Glass,0.9886941285889818,0.074314445,2887.840721877162
Gd25Co25Al25Tb25,MMG,612,669,NAN,NAN,NAN,614.8009,667.0061,1147.391,52.2052001953125,0.5358251093391119,0.3785093471293325,Metalic_Glass,0.9884804900188444,2.2680964,1256.6635092969457
Gd25Co25Al25Dy25,MMG,627,675,NAN,NAN,NAN,622.21313,671.84686,1144.3242,49.63372802734375,0.5437385004796089,0.38031851489350704,Metalic_Glass,0.9882788366292654,6.5593896,1315.213634047888
Gd25Co25Al25Ho25,MMG,633,659,NAN,NAN,0.04,625.47864,664.66064,1141.8132,39.1820068359375,0.5477941750321316,0.376089912351137,Metalic_Glass,0.988672070964953,8.743053,1375.0470704287475
Gd25Tb25Co25Al25,MMG,612,669,NAN,NAN,0.04,614.8009,667.0061,1147.391,52.2052001953125,0.5358251093391119,0.3785093471293325,Metalic_Glass,0.9880196132264247,2.2680964,1256.6635092969457
Gd25Dy25Co25Al25,MMG,627,675,NAN,NAN,0.04,622.2132,671.8468,1144.3242,49.63360595703125,0.5437385538169021,0.3803184672024955,Metalic_Glass,0.9885893060234032,6.55941,1315.213634047888
Gd25Ho25Co25Al25,MMG,633,638,1064,NAN,10,620.8488,650.8836,1065.269,30.0347900390625,0.5828094038927043,0.3860249759686346,Metalic_Glass,0.987778960713683,10.796631,1375.0470704287475
Gd36Tb20Co20Al24,MMG,586,685,NAN,NAN,NAN,580.425,677.7789,1159.8208,97.3538818359375,0.5004436783699664,0.38947306988411656,Metalic_Glass,0.988670099738722,2.5072012,3582.8029368664265
Gd52.5Co18.5Al28Zr1,MMG,604,684,NAN,NAN,NAN,599.48236,674.9521,1199.623,75.4697265625,0.49972561164232904,0.37515983472010267,Metalic_Glass,0.9876320333454869,0.021115694,33687.83109258619
Gd52.5Co18.5Al27Zr2,MMG,604,664,1058,NAN,0.02,599.289,666.2307,1065.0747,66.94171142578125,0.5626732073426848,0.4002915405387119,Metalic_Glass,0.9887608335809391,0.018300049,34455.133319473694
Gd25Co25Al25Ho24Y1,MG,625.2,664,1035,NAN,0.02,624.36786,670.3034,1046.8281,45.935546875,0.5964377952557577,0.40109203960793804,Metalic_Glass,0.9880690863960884,0.024900395,1364.3600097316714
Gd25Co25Al25Ho20Y5,MG,633.3,664,NAN,NAN,NAN,624.10767,663.2773,1147.6893,39.16961669921875,0.5437949531534734,0.3743528653742955,Metalic_Glass,0.9882687677984991,0.022943005,1318.99126717059
Gd25Co25Al25Y15Er10,MMG,628,666,NAN,NAN,1,625.0706,662.9361,1150.6772,37.865478515625,0.5432197601870841,0.37332782976527723,Metalic_Glass,0.9859040675927215,0.02190226,932.4525364663979
Gd25Co25Al25Y15Dy10,MMG,628,665,NAN,NAN,1,622.2247,661.171,1146.912,38.94635009765625,0.5425217255531716,0.37372523915808353,Metalic_Glass,0.9872812358556042,0.02235393,1165.3964816067016
Gd25Co25Al25Y15Ho10,MMG,626,664,1049,NAN,0.02,620.2056,660.945,1045.1378,40.7393798828125,0.5934199462751214,0.39688210223446324,Metalic_Glass,0.9880266830753994,0.022821194,1190.0560168210657
Gd25Co25Al25Ho15Y10,MG,631.7,665,1074,NAN,0.02,620.9153,658.77496,1061.129,37.85968017578125,0.5851458838949937,0.39165137259805594,Metalic_Glass,0.9880868923177581,0.020847308,1256.9025761330831
Gd25Co25Al25Ho10Y15,MG,627.8,604,NAN,NAN,NAN,610.7194,638.0865,1134.553,27.3670654296875,0.5382907920137358,0.3656085358664414,Metalic_Glass,0.9881343858351568,0.021891212,1190.0560168210657
Gd20Tb20Dy20Fe20Al20,MMG,575,607,NAN,NAN,1,598.8768,638.75464,1108.1143,39.87786865234375,0.5404467687310138,0.37419917753353815,Metalic_Glass,0.9878732714614628,4.01053,22099.14693907348
Gd20Tb20Dy20Ni20Al20,MMG,582,626,NAN,NAN,1,579.2734,626.4538,1125.6064,47.180419921875,0.5146322490220115,0.3674474812738638,Metalic_Glass,0.9880005285714804,3.7185936,1291.8956410496928
Gd20Tb20Dy20Co20Al20,MMG,594,652,1053,NAN,1.5,595.3797,656.80786,1063.69,61.42816162109375,0.55973049714084,0.3958892653158242,Metalic_Glass,0.9882102085495076,2.2558484,1755.8137441356062
Gd20Dy20Er20Co20Al20,MMG,610,637,1065,NAN,10,608.0157,644.02435,1068.4192,36.0086669921875,0.5690797133158678,0.3841630608166417,Metalic_Glass,0.9866713045683083,9.528845,1492.040050725481
Gd35.64Tb19.8Co19.8Al23.76Fe1,MMG,588,624,1155,NAN,10,582.65686,624.4114,1155.5215,41.7545166015625,0.5042371502652854,0.35923320460614344,Metalic_Glass,0.9885405646280969,9.344002,3533.67282488668
Gd35.28Tb19.6Co19.6Al23.52Fe2,MMG,590,622,1162,NAN,10,582.79144,621.9462,1157.3334,39.15478515625,0.5035640170342928,0.35741472220210274,Metalic_Glass,0.9882886291512654,9.290184,3486.1473723197473
Gd34.92Tb19.4Co19.4Al23.28Fe3,MMG,592,703,NAN,NAN,NAN,574.0893,679.7825,1145.326,105.69317626953125,0.5012452956356779,0.39535675483009936,Metalic_Glass,0.9885172175043648,3.5079045,3440.2515459593105
Gd27.5Er27.5Al27.5Co17.5,MMG,632,677,NAN,NAN,NAN,623.1167,670.5993,1147.4758,47.48260498046875,0.5430325265991228,0.3787428745480601,Metalic_Glass,0.9875036216678009,6.9355044,14201.5140867651
Gd38.5Er16.5Al27.5Co17.5,MMG,618,691,NAN,NAN,NAN,607.544,679.37115,1177.8077,71.8271484375,0.5158261285755313,0.380525101822308,Metalic_Glass,0.9888205469419922,5.199019,33237.21628294987
Gd16.5Ho38.5Al27.5Co17.5,MMG,633,683,NAN,NAN,NAN,633.19025,690.10956,1137.8965,56.9193115234375,0.5564568089247738,0.389653169459724,Metalic_Glass,0.9863704277394963,5.071226,53754.69176977293
Gd27.5Ho27.5Al27.5Co17.5,MMG,625,668,NAN,NAN,NAN,616.34644,663.2786,1139.1052,46.93218994140625,0.5410794562532484,0.37783929944800865,Metalic_Glass,0.9883792725076838,5.419099,17362.208543797653
Gd38.5Ho16.5Al27.5Co17.5,MMG,614,694,1061,NAN,6,605.5776,692.5621,1055.2222,86.9844970703125,0.5738863284584897,0.41700516597555587,Metalic_Glass,0.9888138255625434,5.2124367,38171.461500797355
Gd19.8Dy19.8Er19.8Co19.8Al19.8Si1,MMG,624,697,1133,NAN,5,614.843,687.9196,1106.5886,73.07659912109375,0.5556202230646649,0.399620641601229,Metalic_Glass,0.9873281821081574,2.031563,1475.2343348609368
Gd19.6Dy19.6Er19.6Co19.6Al19.6Si2,MMG,629,694,1147,NAN,3,618.12274,683.8573,1112.47,65.73455810546875,0.5556309455333349,0.39515785251134133,Metalic_Glass,0.9853013265870282,1.6681983,1458.9506614238924
Gd19.4Dy19.4Er19.4Co19.4Al19.4Si3,MMG,636,695,1186,NAN,1,621.1704,680.57886,1130.437,59.408447265625,0.5494958177384904,0.3885453149618152,Metalic_Glass,0.9884214829013012,1.3773421,1443.2018268005265
Gd19.2Dy19.2Er19.2Co19.2Al19.2Si4,MMG,640,682,1049,NAN,8.5,627.04315,675.2508,1035.5369,48.2076416015625,0.6055247021201403,0.4061463427420357,Metalic_Glass,0.9871864977172465,1.3827032,1428.0002174055398
Gd19.9Dy19.9Er19.9Co19.9Al19.9Si0.5,MMG,618,636,NAN,NAN,NAN,608.48785,643.09546,1129.576,34.60760498046875,0.538686929586652,0.37000679754937055,Metalic_Glass,0.9886129919830907,1.9948758,1483.572979363177
Gd10Tb10Dy10Ho10Er10Y10Ni10Co10Ag10Al10,MMG,597,706,NAN,NAN,NAN,592.62946,702.3499,1125.7549,109.720458984375,0.5264285011012576,0.4087269063528395,Metalic_Glass,0.9329862654243783,4.6646914,57.748236204425105
Ho39Al25Co20Y16,MMG,649,707,1055,NAN,3,639.2287,702.8864,1045.6604,63.65771484375,0.6113157756492199,0.417170728887066,Metalic_Glass,0.9886288948616191,4.635416,5077.5699206368445
Ho55Al25Co20,MMG,649,708,NAN,NAN,NAN,642.1328,705.6513,1139.5316,63.51849365234375,0.5635059206476071,0.39606297054653195,Metalic_Glass,0.9887883622767866,3.651667,5314.196649952998
Ho55Al27.5Co17.5,MMG,642,652,NAN,NAN,NAN,646.9187,684.71857,1134.4021,37.79986572265625,0.5702728348216544,0.38438812739076983,Metalic_Glass,0.9880061235138679,3.1914845,5397.54845252167
Ho20Er20Co20Al20Gd20,MMG,612,721,NAN,NAN,NAN,612.93317,705.21454,1148.5276,92.2813720703125,0.5336686492917541,0.4003577921420241,Metalic_Glass,0.9883042450557491,2.296711,1533.3583167072104
Ho16.5Er38.5Al27.5Co17.5,MMG,658,719,NAN,NAN,NAN,657.00757,721.13275,1148.7224,64.12518310546875,0.5719463304915638,0.3993580210024783,Metalic_Glass,0.9851379729138748,3.038952,5264.343419066922
Ho27.5Er27.5Al27.5Co17.5,MMG,658,708,NAN,NAN,NAN,652.91766,706.22614,1168.1266,53.3084716796875,0.558944271013543,0.387813824438667,Metalic_Glass,0.9884697759128084,3.8571637,1523.401153853757
Ho38.5Er16.5Al27.5Co17.5,MMG,648,NAN,NAN,NAN,NAN,644.8538,678.5417,1128.3947,33.6878662109375,0.5714789758204654,0.38265460081562247,Metalic_Glass,0.9868195376004513,2.996558,4929.6923162372395
Hf50Ni25Al25,MMG,NAN,NAN,NAN,NAN,NAN,812.7198,849.23004,1403.521,36.51025390625,0.5790578052338374,0.3831849173398095,Metalic_Glass,0.9872666964081682,3.2177691,6090.461282612296
Hf55Ni25Al20,MMG,NAN,NAN,NAN,NAN,NAN,808.58307,845.49945,1407.405,36.9163818359375,0.574520519691205,0.38154512264372664,Metalic_Glass,0.9884058234242961,1.8835181,6135.913219422588
Hf62Ni25Al13,MMG,NAN,763,1427,NAN,0.04,790.3672,828.5872,1410.1372,38.22003173828125,0.5604895633978436,0.376544223814098,Metalic_Glass,0.9885174559281589,0.446998,6078.0210062014985
Hf64Cu18Ni18,MG,735,772,1424,NAN,NAN,719.5374,768.27704,1422.1171,48.7396240234375,0.5059621546228866,0.35873061960079816,Metalic_Glass,0.9879086048971333,0.9265506,378.24159782942706
Hf60Cu21Ni19,MG,735,783,1421,NAN,NAN,719.71515,775.09296,1410.3291,55.3778076171875,0.5103171650704865,0.3638858471439221,Metalic_Glass,0.9859498409824761,2.1933012,373.6718176044145
Hf59Cu18Ni23,MG,719,782,1393,NAN,NAN,715.14075,778.6773,1404.7754,63.53656005859375,0.5090783564710217,0.3673151467092717,Metalic_Glass,0.9837698858979108,3.062022,378.6565996518687
Hf57Cu11Ni32,MG,713,873,1285,NAN,NAN,700.7107,852.79767,1267.5833,152.08697509765625,0.5527926408618147,0.4332674347182606,Metalic_Glass,0.9793343246433919,5.785068,390.04547712310244
Hf48Cu29Ni10Al13,MMG,784,NAN,NAN,NAN,NAN,781.82635,826.20105,1383.3281,44.37469482421875,0.5651778062276214,0.3815898853610392,Metalic_Glass,0.9879079234577043,8.715458,279.1278532330576
Hf50Cu30Ni10Al10,MMG,NAN,860,NAN,NAN,4,775.3599,820.3112,1382.7598,44.9512939453125,0.5607336455627545,0.3801045985007396,Metalic_Glass,0.985352211450303,7.9845405,281.5404908907613
Hf50Al10Ni10Cu30,MMG,780,824,NAN,NAN,NAN,773.4992,837.56433,1369.99,64.06512451171875,0.5646020861879729,0.39074810002025406,Metalic_Glass,0.987936795427301,9.375852,281.5404908907613
Hf59Cu20Al10Ni8Ti3,MG,749,822,1419,NAN,NAN,739.91656,809.3306,1411.2686,69.4140625,0.5242918241774667,0.37622546756042136,Metalic_Glass,0.988648480413245,4.2163477,319.7434384675062
Hf65Cu20Ni7.5Al7.5,MMG,780,787,1442,NAN,NAN,757.8781,789.85095,1433.8269,31.97283935546875,0.5285701576123093,0.36038196107120535,Metalic_Glass,0.9886427603344466,1.7689253,317.64946500222396
Hf70Cu17.5Ni5Al7.5,MMG,703,739,1026,NAN,NAN,781.5007,824.54,1179.2646,43.039306640625,0.6627016865316789,0.4205194623195718,Metalic_Glass,0.9884682939246019,4.4823337,329.5520976712249
Hf65Au17.5Ni10Al7.5,MMG,593,758,1304,NAN,NAN,641.8913,795.6722,1400.2595,153.7808837890625,0.45840880675195705,0.3896245924702346,Metalic_Glass,0.9882232805388205,3.2879686,190.6523143152255
Hf20Nb20Ti20Ti20Zr20,CMA,824,872,1344,NAN,NAN,803.4974,856.4185,1325.2766,52.921142578125,0.6062865432168587,0.40230598615458707,CMA,0.9974359370878079,2.5829327,19486.892699174987
Hf51Cu27.75Al12Ni9.25,MMG,777,875,1278,NAN,10,773.56903,875.44464,1288.1942,101.8756103515625,0.600506524896931,0.4246096846443934,Metalic_Glass,0.9878047103875696,11.023975,286.52121715174405
Hf47Cu29.25Ni9.75Al14,MMG,790,874,1280,NAN,10,783.002,875.9306,1287.2925,92.9285888671875,0.6082549428666256,0.42309468788127724,Metalic_Glass,0.9870518491387934,11.352599,276.6555352907703
Hf48Cu29.25Ni9.75Al13,MMG,785,875,1278,NAN,10,778.51764,875.8768,1284.8645,97.359130859375,0.6059141940467109,0.4244859701785337,Metalic_Glass,0.981838238404584,11.370235,278.72398745788854
Hf47Cu29.25Al14Ni9.75,MMG,790,874,1280,NAN,10,783.002,875.9306,1287.2927,92.9285888671875,0.6082548275084486,0.4230946379876077,Metalic_Glass,0.9847791169617239,11.352596,276.6555352907703
Hf48Cu29.25Al13Ni9.75,MMG,785,872,1344,NAN,8,772.2573,864.56805,1324.0026,92.31072998046875,0.5832747953228721,0.4124336201222404,Metalic_Glass,0.9867649686024524,10.745164,278.72398745788854
Hf51Cu27.75Ni9.25Al12,MMG,777,872,NAN,NAN,8,777.03516,864.3057,1368.2673,87.27056884765625,0.5678971769261528,0.4028829169928529,Metalic_Glass,0.9809222416110642,10.252968,286.52121715174405
Hf65Al7.5Ni10Cu12.5Pd5,MG,763,NAN,NAN,NAN,NAN,771.22455,815.6694,1414.5771,44.44482421875,0.5451979407356576,0.37316714217999886,Metalic_Glass,0.9887511246580839,2.3100235,288.51727967997897
Hf44.5Cu27Ni13.5Ti5Al10,MMG,NAN,826,NAN,NAN,2,766.6307,807.0712,1371.9646,40.4405517578125,0.5587831322235325,0.37738380755360956,Metalic_Glass,0.9880603076415184,4.1507635,281.4031979629454
Hf52.5Ti5Ni14.6Cu17.9Al10,MMG,768,NAN,NAN,NAN,NAN,773.374,812.7459,1389.3042,39.37188720703125,0.5566628416385647,0.37580528722682494,Metalic_Glass,0.9831483088413908,3.7514844,313.35691386774073
Hf52.5Cu17.9Ni14.6Ti5Al10,MMG,NAN,810,NAN,NAN,NAN,773.374,812.7459,1389.3042,39.37188720703125,0.5566628416385647,0.37580528722682494,Metalic_Glass,0.9886187466493106,3.7514844,313.35691386774073
Hf60Zr5Ti5Cu16Ni4Al7Ga3,MG,748,804,NAN,NAN,NAN,752.5136,820.3622,1348.6125,67.84857177734375,0.5579909600379586,0.39043927888024843,Metalic_Glass,0.9884095138011743,3.6481867,335.5072354411585
Hf55Zr5Ti5Cu20Ni7.5Al7.5,MG,771,851,NAN,NAN,NAN,752.7548,829.2818,1370.6167,76.5269775390625,0.549208850444047,0.390549553441963,Metalic_Glass,0.9882832627522082,3.533048,322.60408562415836
Hf65Cu15Ni7Al7Ga3Ge2Si1,MG,800,848,NAN,NAN,7,776.0992,846.83105,1347.5706,70.73187255859375,0.5759247100676148,0.3987583564561972,Metalic_Glass,0.988264661545282,4.558221,319.297984383055
Hf45.6Cu27.8Ni9.3Ti5Al12.4,MMG,787,715,NAN,NAN,2,760.7596,790.36444,1384.0374,29.6048583984375,0.5496669440222176,0.36850315647085274,Metalic_Glass,0.98435021043423,3.8129294,281.84451956635445
Hf22.8Zr34.2Ti5Ni8Cu20Al10,MMG,683,823,NAN,NAN,NAN,684.5888,831.1733,1282.8953,146.58447265625,0.5336279784780937,0.4224548963605349,Metalic_Glass,0.915142524422902,3.4640243,51.92141566035514
Hf45Zr10Ti10Cu20Ni7.5Al7.5,MG,775,825,NAN,NAN,NAN,736.4759,797.4668,1345.282,60.99090576171875,0.547450943918407,0.3830737508011796,Metalic_Glass,0.9872262597788471,3.607857,319.4529765004637
Hf60Zr5Ti5Cu15Ni4Al8Ge2Si1,MG,779,689.5,NAN,NAN,4,764.2081,790.6459,1384.2153,26.437744140625,0.5520876067464046,0.3680121205337421,Metalic_Glass,0.9864100259730453,4.334825,345.63606445613357
Hf28Be18Ti17Zr17Cu7.5Ni12.5 ,MMG,641.3,701.1,NAN,NAN,4,641.9392,703.84247,1239.1353,61.90325927734375,0.518054188968255,0.3741704446830522,Metalic_Glass,0.9868213724182604,4.689772,278.4586351935512
Hf28Be18Ti17Zr17Cu7.5Ni12.5,MMG,649.4,813,NAN,NAN,NAN,626.8841,797.5837,1299.6543,170.6995849609375,0.48234680233475546,0.4139983313482386,Metalic_Glass,0.987567766671393,3.509722,278.4586351935512
Hf55Zr4Ti4Cu20Ni7.5Al7.5Ga2,MG,783,743,NAN,NAN,2,756.03217,799.9039,1334.9216,43.8717041015625,0.5663494755423486,0.38255454090433916,Metalic_Glass,0.9881964755741096,3.6589248,314.38369767881346
Hf10.5Zr42Ti5Ni14.6Cu17.9Al10,MMG,698,764,NAN,NAN,2,682.8297,763.4333,1242.8652,80.60357666015625,0.5493996396620083,0.39644560009123125,Metalic_Glass,0.9867518556953409,7.8731833,27.7043533515963
